mean_validation_error,mean_training_error,mean_validation_error_reg,mean_training_error_reg,seme,Numero di neuroni N,rho,sigma
0.00030996955161508846,2.3335889111588793e-05,0.0010159260731044887,0.0007292924106009893,100,80,0.0001,6.0
0.0003139281415573461,1.998552077090583e-05,0.0009684922244488998,0.0006745496036624597,100,80,0.0001,6.5
0.0002580767560145994,1.8475525132372125e-05,0.0008663168928408835,0.0006267156619586563,100,80,0.0001,7.0
0.0002616439062834302,1.615547833699129e-05,0.0008287488469978559,0.000583260419051417,100,80,0.0001,7.5
0.0003170324368812913,1.4879321003615444e-05,0.0008485437540574862,0.0005463906381798101,100,80,0.0001,8.0
0.0003268103613111407,1.5142543629595472e-05,0.0008236096863774595,0.0005119418686959142,100,80,0.0001,8.5
0.00015818193118732066,1.3260405120916438e-05,0.0006337807087432026,0.0004888591826767984,100,80,0.0001,9.0
0.00018320892916228444,3.7180181622281735e-05,0.0008052393593520554,0.0006592106118120525,100,80,1e-05,1.0
0.00017349628312566566,2.3047312903091954e-05,0.0005674406060872318,0.00041699163586465815,100,80,1e-05,1.5
9.659395126360988e-05,1.543352645270408e-05,0.0003813126004056754,0.00030015217559476966,100,80,1e-05,2.0
0.00010458472479161194,1.1215847463888116e-05,0.000327872106981674,0.0002345032296539502,100,80,1e-05,2.5
7.664368261230356e-05,9.477248921193717e-06,0.00026438921737056433,0.00019722278367945446,100,80,1e-05,3.0
8.589206913210568e-05,8.780540603774718e-06,0.00024113642200208164,0.00016402489347375066,100,80,1e-05,3.5
6.058283705532483e-05,7.004523299434649e-06,0.00019214414925759686,0.00013856583550170666,100,80,1e-05,4.0
7.581880928911909e-05,5.588966101863813e-06,0.00019338218851403034,0.00012315234532677503,100,80,1e-05,4.5
7.952959842018629e-05,4.699563322960732e-06,0.00018491311889550264,0.00011008308379827707,100,80,1e-05,5.0
8.524022487391433e-05,4.739298544690635e-06,0.00018307636194272157,0.00010257543561349787,100,80,1e-05,5.5
9.893322334617917e-05,4.213329508940499e-06,0.00018903488569736645,9.431499186012775e-05,100,80,1e-05,6.0
0.00010872950054907442,4.996095992174976e-06,0.00019225391791670895,8.852051335980952e-05,100,80,1e-05,6.5
0.00010558082600420013,3.3109743055507218e-06,0.00018247940888961557,8.020955719096618e-05,100,80,1e-05,7.0
0.00010647061514746827,3.183878490105524e-06,0.0001766206525802854,7.333391592292263e-05,100,80,1e-05,7.5
0.0001421022624557534,3.878011251861896e-06,0.00021437876909723906,7.615451789334758e-05,100,80,1e-05,8.0
0.00010201487566576066,3.0479528694770527e-06,0.0001662994112280146,6.733248843173097e-05,100,80,1e-05,8.5
0.00020849165483226482,3.7401996284159628e-06,0.0002743803889870424,6.962893378319355e-05,100,80,1e-05,9.0
0.011257662288022647,0.005817942394486313,0.04556983263072135,0.04013011273718501,100,90,0.001,1.0
0.006310784252359575,0.003157922084964182,0.029605030328776528,0.02645216816138113,100,90,0.001,1.5
0.004600744498436261,0.0021323102143328146,0.022224692099316913,0.019756257815213462,100,90,0.001,2.0
0.004044897379848493,0.0015891095518627038,0.01830967401519245,0.015853886187206657,100,90,0.001,2.5
0.0031811061924804374,0.0010525929783175975,0.015429870574626798,0.013301357360463955,100,90,0.001,3.0
0.0025001796911993746,0.0007440386017520694,0.013077489035536483,0.011321347946089178,100,90,0.001,3.5
0.0020657785619897628,0.0005797415272177237,0.011385381897315212,0.009899344862543175,100,90,0.001,4.0
0.001792788179923031,0.0004879912574006906,0.010096848620782164,0.008792051698259822,100,90,0.001,4.5
0.0015233164763060545,0.0004099799575544424,0.009010278933490639,0.007896942414739028,100,90,0.001,5.0
0.0015322415507696852,0.00035842945148029223,0.008373584846525253,0.007199772747235858,100,90,0.001,5.5
0.001610188049009527,0.0003135172434297874,0.0079117337049452,0.006615062899365462,100,90,0.001,6.0
0.0012462316650919713,0.0002535807357222772,0.007088599086990992,0.006095948157621297,100,90,0.001,6.5
0.0013328782738176266,0.00022117808802599447,0.006775589605806993,0.005663889420015359,100,90,0.001,7.0
0.0012518979337047462,0.00019355001911373248,0.006354070526318968,0.005295722611727954,100,90,0.001,7.5
0.001154266316157575,0.0001729903121699259,0.005952102714163358,0.004970826710175708,100,90,0.001,8.0
0.0012630047057524438,0.0001626824455691341,0.005766714370126616,0.004666392109943306,100,90,0.001,8.5
0.0009465176438031471,0.00015238434903649945,0.005198133611181325,0.004404000316414677,100,90,0.001,9.0
0.0014375396282898573,0.0004596959334012949,0.006289159935401886,0.005311316240513324,100,90,0.0001,1.0
0.0010347598014093773,0.00024133705794944114,0.004173470870203382,0.0033800481267434457,100,90,0.0001,1.5
0.000759189589433179,0.00013136364498660073,0.003037177425821712,0.002409351481375134,100,90,0.0001,2.0
0.0005607643065396823,9.501679199293529e-05,0.0023523324979477156,0.0018865849834009685,100,90,0.0001,2.5
0.00042369384743897885,5.669206518173856e-05,0.0018963037733493483,0.0015293019910921084,100,90,0.0001,3.0
0.00029881340077483827,4.5855624105642966e-05,0.0015376938353551962,0.001284736058686001,100,90,0.0001,3.5
0.00031201291548605515,3.7228171170224516e-05,0.0014058830287685176,0.0011310982844526872,100,90,0.0001,4.0
0.0003922924726686951,3.400108985214513e-05,0.0013455190349331626,0.0009872276521166127,100,90,0.0001,4.5
0.0002424205568424861,3.0606127006944605e-05,0.001092725880721447,0.0008809114508859057,100,90,0.0001,5.0
0.0001994932279921091,2.5774864047951092e-05,0.0009794399288879968,0.0008057215649438386,100,90,0.0001,5.5
0.00027752601447764174,2.0743954497225685e-05,0.0009878985939155878,0.0007311165339351719,100,90,0.0001,6.0
0.00031260826392967014,1.8825419685794537e-05,0.0009692508081653167,0.0006754679639214411,100,90,0.0001,6.5
0.000164891525234901,1.6505209662861e-05,0.0007737347899934728,0.0006253484744214328,100,90,0.0001,7.0
0.0002652885604196933,1.595295454522513e-05,0.0008290742905524154,0.0005797386846779471,100,90,0.0001,7.5
0.00017243921391387122,1.6612103681904387e-05,0.0007037599185297862,0.0005479328082978194,100,90,0.0001,8.0
0.00017240629148166276,1.5510217394818105e-05,0.0006760096449028756,0.0005191135708160308,100,90,0.0001,8.5
0.0002758395785041596,1.2625367164787333e-05,0.0007478920108597483,0.00048467779952037616,100,90,0.0001,9.0
0.00020676894692378198,3.791747331084986e-05,0.0008199450223436251,0.000651093548730693,100,90,1e-05,1.0
0.00017136345904805635,2.2834801005686444e-05,0.0005602157806903296,0.0004116871226479596,100,90,1e-05,1.5
0.0001248980758515328,1.7092871631747138e-05,0.00041518866742657547,0.00030738346320678987,100,90,1e-05,2.0
7.200906347806461e-05,1.146627940162375e-05,0.0002973040644250725,0.00023676128034863164,100,90,1e-05,2.5
7.89044828489871e-05,8.943194669396338e-06,0.0002648126088446813,0.00019485132066509055,100,90,1e-05,3.0
6.52449561227646e-05,7.0540451866961534e-06,0.0002153996978303787,0.00015720878689431025,100,90,1e-05,3.5
8.212622502257283e-05,7.3866404826402475e-06,0.00021961838476543342,0.00014487880022550086,100,90,1e-05,4.0
6.64493641216883e-05,6.914727343447745e-06,0.00018497110988735914,0.00012543647310911854,100,90,1e-05,4.5
7.910083388879594e-05,5.098603024296483e-06,0.00018828546605617727,0.0001142832351916778,100,90,1e-05,5.0
6.38647317574194e-05,4.8337677906264135e-06,0.00016294008566630907,0.00010390912169951608,100,90,1e-05,5.5
8.028204723761768e-05,4.346347902747494e-06,0.00017100328622309089,9.506758688822068e-05,100,90,1e-05,6.0
0.00020794442107081594,4.83118852429501e-06,0.0002961419727694339,9.302874022291299e-05,100,90,1e-05,6.5
9.087697650079215e-05,4.650271030177886e-06,0.00016953727186320557,8.331056639259129e-05,100,90,1e-05,7.0
9.589583181173272e-05,4.900765186322592e-06,0.00017102497181055264,8.002990518514253e-05,100,90,1e-05,7.5
0.00032727138878635865,4.866830493947925e-06,0.0003984945148704724,7.608995657806168e-05,100,90,1e-05,8.0
0.00023270050527650073,3.938077133130948e-06,0.00030275383015626606,7.399140201289623e-05,100,90,1e-05,8.5
0.0001797155754731274,3.655410008733902e-06,0.00024220259475621052,6.614242929181701e-05,100,90,1e-05,9.0
0.011548197616681067,0.006039918055806163,0.04597166559611004,0.04046338603523514,100,100,0.001,1.0
0.006459410670769385,0.0031422321360295843,0.029799939453148256,0.02648276091840846,100,100,0.001,1.5
0.004903865863103931,0.002139370483020998,0.022527944719832688,0.019763449339749755,100,100,0.001,2.0
0.0038582793958953617,0.0015728523786864286,0.01820970738915011,0.015924280371941178,100,100,0.001,2.5
0.003159877552417304,0.001118499354131703,0.015331370485228554,0.01328999228694295,100,100,0.001,3.0
0.002479293167903912,0.0007659711308830203,0.01306438392396032,0.011351061886939427,100,100,0.001,3.5
