mean_validation_error,mean_training_error,mean_validation_error_reg,mean_training_error_reg,seme,Numero di neuroni N,rho,sigma
0.00012520830901266233,1.8452708016906885e-05,0.0004018702562153748,0.0002951146552196194,9828,50,1e-05,2
0.00012451369800370622,1.8117253370579383e-05,0.0004078282941636412,0.00030143184953051436,9828,60,1e-05,2
0.00013585583903955953,1.66935855434142e-05,0.00041717425514697215,0.0002980120016508268,9828,70,1e-05,2
0.00017128728633019371,1.6847270635979982e-05,0.00045076156115958916,0.00029632154546537545,9828,80,1e-05,2
0.00012780079929873008,1.4449303741092975e-05,0.00041771628089650457,0.0003043647853388675,9828,90,1e-05,2
7.271328033495822e-05,1.6397471534734977e-05,0.00037013689005750195,0.0003138210812572787,9828,100,1e-05,2
7.730881089464098e-05,1.4950093035319938e-05,0.00036540746195377926,0.00030304874409445824,9828,110,1e-05,2
0.00012081636032539457,1.5810913232460613e-05,0.0004247421627108242,0.0003197367156178902,9828,120,1e-05,2
9.254520587987797e-05,1.5913431141372286e-05,0.0003832428973457755,0.00030661112260726986,9828,130,1e-05,2
0.0001530249982780845,1.7305949690291e-05,0.0004350497585050808,0.0002993307099172873,9828,140,1e-05,2
0.00011691324499676148,1.5876155304656954e-05,0.00040127142346121724,0.0003002343337691128,9828,150,1e-05,2
0.00010580436309486469,1.5131853845526023e-05,0.0003930352715119818,0.00030236276226264317,9828,160,1e-05,2
0.00012927915950924175,1.6482059281350857e-05,0.00041181942564656423,0.00029902232541867337,9828,170,1e-05,2
0.0001065368550793117,1.6541508243457096e-05,0.0003986130018339616,0.00030861765499810704,9828,180,1e-05,2
0.00013974988507237657,1.4393406132082818e-05,0.00043203504490326274,0.000306678565962969,9828,190,1e-05,2
0.00012043041824371208,1.5628159571369102e-05,0.00041023096530138487,0.0003054287066290419,9828,200,1e-05,2
9.311090013521168e-05,1.6492138617982338e-05,0.00038652379510425555,0.0003099050335870262,9828,210,1e-05,2
0.00011198976193995349,1.5212769683919395e-05,0.00040802418508112425,0.0003112471928250902,9828,220,1e-05,2
0.0001540152106040995,1.5871800806622512e-05,0.00043981631054613594,0.00030167290074865894,9828,230,1e-05,2
9.862013795191934e-05,1.6029591352595393e-05,0.0003932000460600797,0.00031060949946075573,9828,240,1e-05,2
0.00011803085100049983,1.6178428469911264e-05,0.0004187721903018848,0.0003169197677712962,9828,250,1e-05,2
0.00012392823285870607,1.5612779728467535e-05,0.0004108447569103653,0.00030252930378012676,9828,260,1e-05,2
0.0001199378077944593,1.6585727907248662e-05,0.0004140030744971609,0.00031065099460995027,9828,270,1e-05,2
0.00011965479646940973,1.611570653907644e-05,0.0004175471918459473,0.000314008101915614,9828,280,1e-05,2
0.00012580320033119612,1.7726535139520356e-05,0.0004261336214283165,0.0003180569562366408,9828,290,1e-05,2
9.437514650295617e-05,1.6511081439155995e-05,0.0003927394521653269,0.00031487538710152667,9828,300,1e-05,2
