mean_validation_error,mean_training_error,mean_validation_error_reg,mean_training_error_reg,seme,Numero di neuroni N,rho,sigma
0.004657313461150503,0.0016312918491307097,0.007060835378531885,0.0040348137665120925,100,40,3.1622776601683795e-05,0.82
0.004611206350852546,0.0016155168176556877,0.007030204241633972,0.004034514708437116,100,40,3.1622776601683795e-05,0.83
0.00453184037594252,0.0016296123763481635,0.006910279934439205,0.0040080519348448486,100,40,3.1622776601683795e-05,0.84
0.004376306305033786,0.0016222687653105507,0.006763849149981019,0.004009811610257784,100,40,3.1622776601683795e-05,0.85
0.004229075226621626,0.0016363263081053,0.006578897034971233,0.0039861481164549075,100,40,3.1622776601683795e-05,0.86
0.004136299943306876,0.001621000572795334,0.006518041944021534,0.004002742573509991,100,40,3.1622776601683795e-05,0.87
0.004030851261784046,0.0016032088717791207,0.006442094305047543,0.0040144519150426185,100,40,3.1622776601683795e-05,0.88
0.003937615260695658,0.0015699000384635266,0.006379334164869144,0.004011618942637012,100,40,3.1622776601683795e-05,0.89
0.0038618764822477536,0.0015617360987755992,0.006333942604835728,0.004033802221363574,100,40,3.1622776601683795e-05,0.9
0.0037750318495367668,0.001521357455141707,0.006307174899502911,0.004053500505107851,100,40,3.1622776601683795e-05,0.91
0.003658525848640382,0.0014933061530032498,0.006231343305872237,0.004066123610235105,100,40,3.1622776601683795e-05,0.92
0.0035735316882085392,0.0014738108792425367,0.006197046387708101,0.004097325578742099,100,40,3.1622776601683795e-05,0.93
0.0035604228913490624,0.0014744392556687454,0.006195368497118954,0.004109384861438637,100,40,3.1622776601683795e-05,0.94
0.003529187598765182,0.0014946741476833776,0.006184529955180387,0.004150016504098582,100,40,3.1622776601683795e-05,0.95
0.004221370906277349,0.0012714991512548235,0.0056798680349791145,0.0027299962799565898,100,40,1.778279410038923e-05,0.82
0.0044579960672091875,0.0014869757817837382,0.005917330959845719,0.00294631067442027,100,40,1.778279410038923e-05,0.83
0.004352022847184257,0.001491413606589442,0.005820046077502356,0.00295943683690754,100,40,1.778279410038923e-05,0.84
0.004266626396977495,0.0014924337509674263,0.005739134830093501,0.002964942184083432,100,40,1.778279410038923e-05,0.85
0.004187180256472309,0.0014929791094415016,0.005650842127545333,0.002956640980514526,100,40,1.778279410038923e-05,0.86
0.004014731006965863,0.0014882604735695054,0.005478633973020527,0.0029521634396241707,100,40,1.778279410038923e-05,0.87
0.0038795368631947104,0.0014372386536704008,0.005371217755459732,0.002928919545935424,100,40,1.778279410038923e-05,0.88
0.0037787763756363412,0.0014419931017758576,0.005257469091842,0.0029206858179815164,100,40,1.778279410038923e-05,0.89
0.00368326428936893,0.001426031221852601,0.005180652823727445,0.002923419756211116,100,40,1.778279410038923e-05,0.9
0.0035523582248650877,0.0013814634050663772,0.005086778862931985,0.0029158840431332727,100,40,1.778279410038923e-05,0.91
0.0033786219776001506,0.0013321702255179254,0.004955223118510157,0.0029087713664279324,100,40,1.778279410038923e-05,0.92
0.0032353076192272504,0.0013089399840041963,0.004838329437749979,0.0029119618025269245,100,40,1.778279410038923e-05,0.93
0.0032020019878833393,0.0012757615262341062,0.004830396301880685,0.002904155840231452,100,40,1.778279410038923e-05,0.94
0.0031106664576380934,0.0012474730928930954,0.004769794193975182,0.002906600829230184,100,40,1.778279410038923e-05,0.95
0.004105138638574971,0.001188391647762099,0.004992022835221366,0.0020752758444084946,100,40,1e-05,0.82
0.004027536418879429,0.0011754156726562501,0.004919788685393975,0.0020676679391707954,100,40,1e-05,0.83
0.00420808232568569,0.001364926134504715,0.005116626218094066,0.0022734700269130908,100,40,1e-05,0.84
0.004052551861223169,0.0013185028753951327,0.004983679015203253,0.0022496300293752165,100,40,1e-05,0.85
0.004028480439914788,0.001364607885470705,0.004946457838768192,0.0022825852843241083,100,40,1e-05,0.86
0.003909946465963658,0.001382655986812872,0.004802826926221797,0.002275536447071011,100,40,1e-05,0.87
0.0037866790874726782,0.0013226965545440742,0.004700896609683621,0.002236914076755017,100,40,1e-05,0.88
0.003702222444054303,0.00128023139956646,0.004630164538971035,0.002208173494483192,100,40,1e-05,0.89
0.0035960865933785417,0.0012618081039267705,0.004540485302554127,0.0022062068131023546,100,40,1e-05,0.9
0.0033743063277630408,0.0012511166407375251,0.004332752602581817,0.002209562915556301,100,40,1e-05,0.91
0.003191171623585492,0.0012174512716709774,0.004163010224648314,0.0021892898727337994,100,40,1e-05,0.92
0.0030301528579042137,0.001208273350614089,0.004011803750421384,0.002189924243131259,100,40,1e-05,0.93
0.002961716083542874,0.001164299057743168,0.003959319894315324,0.0021619028685156186,100,40,1e-05,0.94
0.0030064049849478826,0.0011597686693033495,0.004008532070943251,0.002161895755298717,100,40,1e-05,0.95
0.002884818422480316,0.0009867263265117491,0.00510345777402328,0.0032053656780547135,100,41,3.1622776601683795e-05,0.82
0.002776284907193339,0.0009744628772533079,0.0050079677233019464,0.0032061456933619157,100,41,3.1622776601683795e-05,0.83
0.002215180214440179,0.0008039506590220536,0.004453355394757239,0.0030421258393391144,100,41,3.1622776601683795e-05,0.84
0.002158545975295539,0.0007668604706329583,0.0044268396742954946,0.003035154169632913,100,41,3.1622776601683795e-05,0.85
0.0021547747351363155,0.0007911265478288364,0.004417169297507663,0.0030535211102001845,100,41,3.1622776601683795e-05,0.86
0.002113981405483544,0.0007879376564974042,0.00439595404883637,0.003069910299850231,100,41,3.1622776601683795e-05,0.87
0.0020131039749826996,0.0007519718978104406,0.004327918446515101,0.003066786369342843,100,41,3.1622776601683795e-05,0.88
0.001987407122223394,0.0007562259124525344,0.004317597561175125,0.0030864163514042653,100,41,3.1622776601683795e-05,0.89
0.0019922446841979615,0.0007483976571609306,0.004349724789811446,0.0031058777627744156,100,41,3.1622776601683795e-05,0.9
0.0019194855737384008,0.0006691568899997321,0.004327409297897135,0.0030770806141584665,100,41,3.1622776601683795e-05,0.91
0.0018984388604719976,0.000676596396420339,0.00432182289457832,0.003099980430526661,100,41,3.1622776601683795e-05,0.92
0.0016051870742320098,0.0006607440471201305,0.004073138935897063,0.0031286959087851846,100,41,3.1622776601683795e-05,0.93
0.001600760081507186,0.000665622589473952,0.004092602308903211,0.0031574648168699766,100,41,3.1622776601683795e-05,0.94
0.0016710271164624801,0.0006951910237502729,0.004163000579871982,0.0031871644871597745,100,41,3.1622776601683795e-05,0.95
0.0026774181482538614,0.0008412249776469869,0.0040368109677357345,0.00220061779712886,100,41,1.778279410038923e-05,0.82
0.002229643885230068,0.0006926646328272569,0.0035794292275197217,0.00204244997511691,100,41,1.778279410038923e-05,0.83
0.002122376797782363,0.0006300669558296434,0.0034932576226420495,0.0020009477806893295,100,41,1.778279410038923e-05,0.84
0.0020783913808696155,0.0006191184443787804,0.0034646123736108655,0.00200533943712003,100,41,1.778279410038923e-05,0.85
0.0021310150724040836,0.0006736032103779189,0.0035015549877734516,0.0020441431257472867,100,41,1.778279410038923e-05,0.86
0.0021018762180421936,0.0006689772019092108,0.0034858237979780078,0.0020529247818450247,100,41,1.778279410038923e-05,0.87
0.001995082417957212,0.0006388434364221245,0.0033893951148793165,0.0020331561333442284,100,41,1.778279410038923e-05,0.88
0.001983184699770553,0.0006348509160739879,0.0033831960194909564,0.0020348622357943907,100,41,1.778279410038923e-05,0.89
0.0019551327043559976,0.0006149165226606439,0.003385898745821246,0.002045682564125892,100,41,1.778279410038923e-05,0.9
0.0018796711040238577,0.000546272801094817,0.0033332516654150947,0.001999853362486055,100,41,1.778279410038923e-05,0.91
0.0014989418825597815,0.0005518902022473964,0.0029602192487280265,0.0020131675684156415,100,41,1.778279410038923e-05,0.92
0.0014906097306449516,0.0005489363986001526,0.002969055582672856,0.002027382250628057,100,41,1.778279410038923e-05,0.93
0.001401455781090194,0.0005259971067735935,0.002900054740637576,0.0020245960663209752,100,41,1.778279410038923e-05,0.94
0.001507988299820581,0.0005527729182871827,0.003015953025716097,0.002060737644182699,100,41,1.778279410038923e-05,0.95
0.0026152873456624713,0.0006890497525731256,0.0034536958695259726,0.0015274582764366264,100,41,1e-05,0.82
0.0021859239345079634,0.0005357970767447338,0.003017241128103104,0.0013671142703398746,100,41,1e-05,0.83
0.0019563893715669666,0.0005197640161672217,0.002791250828308098,0.0013546254729083526,100,41,1e-05,0.84
0.002063117264853069,0.0005191276803288024,0.002913542007158523,0.0013695524226342577,100,41,1e-05,0.85
0.00208211670818634,0.0005661575232911054,0.0029198454151842324,0.001403886230288998,100,41,1e-05,0.86
0.002061087281929631,0.0005646722772651528,0.0029053844481514114,0.0014089694434869329,100,41,1e-05,0.87
0.0019483828616742162,0.0005099526083255204,0.002811747445429987,0.0013733171920812912,100,41,1e-05,0.88
0.001963682280134472,0.0005161715015702154,0.002829389550140404,0.001381878771576147,100,41,1e-05,0.89
0.0019430501066528,0.0004951798773957354,0.0028078066180943274,0.0013599363888372625,100,41,1e-05,0.9
0.0017581515331905654,0.0004440155495236761,0.0026504006894559513,0.0013362647057890622,100,41,1e-05,0.91
0.0012310715193354015,0.0004179900498084563,0.002131601869674783,0.0013185204001478375,100,41,1e-05,0.92
